,sample_name,from_image,from_area,sample_path,label
386,386,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\386.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
387,387,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\387.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
388,388,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\388.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
389,389,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\389.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
390,390,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\390.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
391,391,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\391.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
392,392,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\392.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
393,393,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\393.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
394,394,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\394.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
395,395,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\395.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
396,396,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\396.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
397,397,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\397.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
398,398,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\398.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
399,399,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\399.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
400,400,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\400.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
401,401,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\401.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
402,402,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\402.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
403,403,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\403.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
404,404,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\404.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
405,405,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\405.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
406,406,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\406.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
407,407,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\407.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
